INDEKS,IDPREDMETA, DOBIJENAOCENA,SKGODINA,OZNAKAROKA,KOLIKOPUTAJEUPISANPREDMET, PROSEK,BROJSESTICA,BROJSEDMICA, BROJOSMICA,BROJDEVETKI, BROJDESETKI
20150348,1594,7,2015,jan1,2,7.69230769230769,2,5,2,3,1
20150348,1595,9,2015,jan1,1,7.69230769230769,2,5,2,3,1
20150348,2168,10,2015,jan1,1,7.69230769230769,2,5,2,3,1
20150395,1578,10,2015,jan1,1,7.94444444444444,4,4,2,5,3
20150395,2174,10,2015,jan1,1,7.94444444444444,4,4,2,5,3
20150165,1594,7,2015,jan1,2,9.05,2,3,4,13,18
20150165,1595,10,2015,jan1,1,9.05,2,3,4,13,18
20150165,2168,8,2015,jan1,1,9.05,2,3,4,13,18
20150025,1595,5,2015,jan1,2,7.57142857142857,7,11,10,4,3
20150025,2168,10,2015,jan1,1,7.57142857142857,7,11,10,4,3
20150039,1594,5,2015,jan1,6,7.60714285714286,5,7,11,4,1
20150039,1595,5,2015,jan1,3,7.60714285714286,5,7,11,4,1
20150039,2168,9,2015,jan1,1,7.60714285714286,5,7,11,4,1
20150097,1578,8,2015,jan1,1,8.6046511627907,2,7,9,13,12
20150097,2170,9,2015,jan1,1,8.6046511627907,2,7,9,13,12
20150097,2171,10,2015,jan1,2,8.6046511627907,2,7,9,13,12
20150097,2174,10,2015,jan1,1,8.6046511627907,2,7,9,13,12
20150434,1594,5,2015,jan1,2,7.13888888888889,12,13,7,2,2
20150434,1595,7,2015,jan1,2,7.13888888888889,12,13,7,2,2
20150434,2168,10,2015,jan1,1,7.13888888888889,12,13,7,2,2
20150286,2170,5,2015,jan1,2,7.33333333333333,4,1,2,1,1
20150258,1578,8,2015,jan1,1,8.22222222222222,2,1,2,1,3
20150258,2171,5,2015,jan1,11,8.22222222222222,2,1,2,1,3
20150191,1594,5,2015,jan1,2,7.28571428571429,9,8,7,2,2
20150191,1595,5,2015,jan1,2,7.28571428571429,9,8,7,2,2
20150191,2168,8,2015,jan1,1,7.28571428571429,9,8,7,2,2
20150128,1578,8,2015,jan1,1,8.54761904761905,2,4,16,9,11
20150128,1580,8,2015,jan1,2,8.54761904761905,2,4,16,9,11
20150128,2170,7,2015,jan1,1,8.54761904761905,2,4,16,9,11
20150128,2174,10,2015,jan1,1,8.54761904761905,2,4,16,9,11
20150231,1578,8,2015,jan1,1,7.69047619047619,10,9,12,6,5
20150231,1580,6,2015,jan1,2,7.69047619047619,10,9,12,6,5
20150231,2170,7,2015,jan1,1,7.69047619047619,10,9,12,6,5
20150231,2174,10,2015,jan1,1,7.69047619047619,10,9,12,6,5
20150293,1578,8,2015,jan1,1,7.83720930232558,8,9,14,6,6
20150293,2170,8,2015,jan1,1,7.83720930232558,8,9,14,6,6
20150293,2174,10,2015,jan1,1,7.83720930232558,8,9,14,6,6
20150299,1578,6,2015,jan1,1,7.18518518518519,9,10,3,4,1
20150299,2170,5,2015,jan1,2,7.18518518518519,9,10,3,4,1
20150299,2171,7,2015,jan1,2,7.18518518518519,9,10,3,4,1
20150299,2174,9,2015,jan1,1,7.18518518518519,9,10,3,4,1
20150091,2168,10,2015,jan1,2,7.8,5,15,9,5,6
20150131,1578,5,2015,jan1,5,7.05128205128205,14,14,7,3,1
20150131,1580,5,2015,jan1,3,7.05128205128205,14,14,7,3,1
20150131,2170,7,2015,jan1,1,7.05128205128205,14,14,7,3,1
20150124,1594,5,2015,jan1,3,7.03225806451613,14,8,4,4,1
20150124,1595,5,2015,jan1,4,7.03225806451613,14,8,4,4,1
20150124,2168,9,2015,jan1,2,7.03225806451613,14,8,4,4,1
20150085,1595,5,2015,jan1,3,7.71428571428571,5,2,2,2,3
20150085,2168,10,2015,jan1,1,7.71428571428571,5,2,2,2,3
20150060,1578,8,2015,jan1,1,7.76190476190476,8,8,17,4,5
20150060,1580,6,2015,jan1,2,7.76190476190476,8,8,17,4,5
20150060,2170,8,2015,jan1,1,7.76190476190476,8,8,17,4,5
20150060,2171,8,2015,jan1,2,7.76190476190476,8,8,17,4,5
20150060,2174,10,2015,jan1,1,7.76190476190476,8,8,17,4,5
20150373,1578,8,2015,jan1,1,7.14285714285714,5,5,2,1,1
20150373,2171,5,2015,jan1,5,7.14285714285714,5,5,2,1,1
20150373,2181,7,2015,jan1,2,7.14285714285714,5,5,2,1,1
20150327,1578,6,2015,jan1,1,7.41176470588235,4,7,3,1,2
20150327,2171,5,2015,jan1,5,7.41176470588235,4,7,3,1,2
20150252,1578,8,2015,jan1,1,7.16216216216216,19,5,5,4,4
20150252,1580,5,2015,jan1,2,7.16216216216216,19,5,5,4,4
20150252,2170,6,2015,jan1,1,7.16216216216216,19,5,5,4,4
20150252,2171,8,2015,jan1,1,7.16216216216216,19,5,5,4,4
20150252,2174,10,2015,jan1,1,7.16216216216216,19,5,5,4,4
20150403,1595,7,2015,jan1,2,7.4375,9,9,7,5,2
20150403,2168,9,2015,jan1,1,7.4375,9,9,7,5,2
20150396,1594,5,2015,jan1,2,7.02941176470588,15,9,5,4,1
20150396,2168,10,2015,jan1,1,7.02941176470588,15,9,5,4,1
20150415,1594,5,2015,jan1,2,7.46153846153846,4,4,1,3,1
20150415,1595,8,2015,jan1,1,7.46153846153846,4,4,1,3,1
20150415,2168,9,2015,jan1,1,7.46153846153846,4,4,1,3,1
20150350,1594,5,2015,jan1,2,6.91666666666667,8,13,1,1,1
20150350,1595,5,2015,jan1,2,6.91666666666667,8,13,1,1,1
20150350,2168,10,2015,jan1,1,6.91666666666667,8,13,1,1,1
20150404,1578,6,2015,jan1,1,7.93023255813954,8,8,11,11,5
20150404,2170,7,2015,jan1,1,7.93023255813954,8,8,11,11,5
20150404,2171,8,2015,jan1,2,7.93023255813954,8,8,11,11,5
20150201,1594,6,2015,jan1,2,6.95,15,17,4,3,1
20150166,1594,5,2015,jan1,2,7.775,9,9,9,8,5
20150166,1595,10,2015,jan1,1,7.775,9,9,9,8,5
20150166,2168,10,2015,jan1,1,7.775,9,9,9,8,5
20150323,1594,6,2015,jan1,2,7.7,8,11,9,9,3
20150323,1595,10,2015,jan1,1,7.7,8,11,9,9,3
20150323,2168,9,2015,jan1,1,7.7,8,11,9,9,3
20150294,1594,5,2015,jan1,2,8.2972972972973,5,5,9,10,8
20150294,1595,8,2015,jan1,2,8.2972972972973,5,5,9,10,8
20150294,2168,9,2015,jan1,1,8.2972972972973,5,5,9,10,8
20150091,1594,6,2015,jan1,2,7.8,5,15,9,5,6
20150091,1595,9,2015,jan1,2,7.8,5,15,9,5,6
20150146,1578,8,2015,jan1,1,8.02439024390244,7,9,8,10,7
20150146,1580,6,2015,jan1,2,8.02439024390244,7,9,8,10,7
20150146,2174,9,2015,jan1,1,8.02439024390244,7,9,8,10,7
20150402,1595,10,2015,jan1,2,7.8,7,11,9,9,4
20150402,2168,7,2015,jan1,2,7.8,7,11,9,9,4
20150276,1578,8,2015,jan1,2,7.76190476190476,11,4,14,10,3
20150276,2170,5,2015,jan1,2,7.76190476190476,11,4,14,10,3
20150276,2171,9,2015,jan1,2,7.76190476190476,11,4,14,10,3
20150186,1594,5,2015,jan1,5,7.31578947368421,11,14,7,2,4
20150186,1595,6,2015,jan1,2,7.31578947368421,11,14,7,2,4
20150186,2168,10,2015,jan1,1,7.31578947368421,11,14,7,2,4
20150305,1594,8,2015,jan1,2,7.52777777777778,7,13,9,4,3
20150305,1595,9,2015,jan1,2,7.52777777777778,7,13,9,4,3
20150305,2168,10,2015,jan1,1,7.52777777777778,7,13,9,4,3
20150031,1594,5,2015,jan1,2,7.18518518518519,9,10,3,4,1
20150031,1595,5,2015,jan1,3,7.18518518518519,9,10,3,4,1
20150031,2168,9,2015,jan1,1,7.18518518518519,9,10,3,4,1
20150003,1594,5,2015,jan1,2,7.18918918918919,12,13,7,3,2
20150003,1595,8,2015,jan1,1,7.18918918918919,12,13,7,3,2
20150003,2168,9,2015,jan1,1,7.18918918918919,12,13,7,3,2
20150261,1594,5,2015,jan1,2,7.5,10,7,13,3,3
20150261,1595,5,2015,jan1,2,7.5,10,7,13,3,3
20150261,2168,10,2015,jan1,1,7.5,10,7,13,3,3
20150117,1594,5,2015,jan1,2,7.61904761904762,5,6,5,2,3
20150117,2168,10,2015,jan1,1,7.61904761904762,5,6,5,2,3
20150182,1578,8,2015,jan1,1,8.3,1,2,3,1,3
20150182,2170,6,2015,jan1,1,8.3,1,2,3,1,3
20150201,1595,6,2015,jan1,2,6.95,15,17,4,3,1
20150201,2168,9,2015,jan1,2,6.95,15,17,4,3,1
20150115,1594,5,2015,jan1,2,7.77777777777778,3,4,7,2,2
20150115,1595,8,2015,jan1,2,7.77777777777778,3,4,7,2,2
20150115,2168,9,2015,jan1,1,7.77777777777778,3,4,7,2,2
20150140,2168,10,2015,jan1,1,7.13333333333333,5,6,2,1,1
20150050,1594,7,2015,jan1,2,7.58333333333333,3,4,1,3,1
20150050,1595,8,2015,jan1,2,7.58333333333333,3,4,1,3,1
20150050,2168,10,2015,jan1,1,7.58333333333333,3,4,1,3,1
20150399,1594,5,2015,jan1,4,7.54545454545455,4,7,8,1,2
20150399,2168,10,2015,jan1,1,7.54545454545455,4,7,8,1,2
20150389,1594,5,2015,jan1,2,7.3125,6,4,3,1,2
20150389,2168,10,2015,jan1,1,7.3125,6,4,3,1,2
20150064,1594,7,2015,jan1,2,7.48387096774194,7,11,6,5,2
20150160,1594,8,2015,jan1,2,9.025,1,2,6,17,14
20150160,1595,9,2015,jan1,2,9.025,1,2,6,17,14
20150160,2168,10,2015,jan1,1,9.025,1,2,6,17,14
20150347,1594,5,2015,jan1,2,7.35294117647059,10,13,3,5,3
20150347,1595,7,2015,jan1,2,7.35294117647059,10,13,3,5,3
20150347,2168,10,2015,jan1,1,7.35294117647059,10,13,3,5,3
20150418,1578,6,2015,jan1,1,7.9,8,9,9,7,7
20150418,2170,5,2015,jan1,2,7.9,8,9,9,7,7
20150418,2171,5,2015,jan1,2,7.9,8,9,9,7,7
20150418,2174,10,2015,jan1,1,7.9,8,9,9,7,7
20150196,1578,7,2015,jan1,1,7.52380952380952,13,9,10,5,5
20150196,1580,5,2015,jan1,2,7.52380952380952,13,9,10,5,5
20150196,2170,5,2015,jan1,2,7.52380952380952,13,9,10,5,5
20150215,1594,5,2015,jan1,10,7.83333333333333,1,2,1,1,1
20150215,1595,8,2015,jan1,1,7.83333333333333,1,2,1,1,1
20150215,2168,9,2015,jan1,1,7.83333333333333,1,2,1,1,1
20150298,1594,5,2015,jan1,4,7.43333333333333,7,12,3,7,1
20150298,1595,5,2015,jan1,6,7.43333333333333,7,12,3,7,1
20150298,2168,9,2015,jan1,2,7.43333333333333,7,12,3,7,1
20150082,1595,7,2015,jan1,2,7.125,6,6,1,2,1
20150082,2168,10,2015,jan1,1,7.125,6,6,1,2,1
20150182,2174,10,2015,jan1,1,8.3,1,2,3,1,3
20150255,1578,6,2015,jan1,1,7.14285714285714,16,12,9,2,3
20150255,1580,7,2015,jan1,2,7.14285714285714,16,12,9,2,3
20150255,2171,7,2015,jan1,2,7.14285714285714,16,12,9,2,3
20150164,1578,9,2015,jan1,1,8.7906976744186,1,5,8,17,12
20150164,2170,8,2015,jan1,1,8.7906976744186,1,5,8,17,12
20150164,2171,7,2015,jan1,2,8.7906976744186,1,5,8,17,12
20150164,2174,9,2015,jan1,1,8.7906976744186,1,5,8,17,12
20150217,1578,6,2015,jan1,1,7.73809523809524,7,10,13,11,1
20150217,1580,5,2015,jan1,2,7.73809523809524,7,10,13,11,1
20150217,2170,5,2015,jan1,3,7.73809523809524,7,10,13,11,1
20150217,2171,6,2015,jan1,2,7.73809523809524,7,10,13,11,1
20150217,2174,10,2015,jan1,1,7.73809523809524,7,10,13,11,1
20150129,1578,7,2015,jan1,1,8.40476190476191,2,7,13,12,8
20150129,1580,8,2015,jan1,2,8.40476190476191,2,7,13,12,8
20150129,2170,8,2015,jan1,1,8.40476190476191,2,7,13,12,8
20150129,2171,8,2015,jan1,2,8.40476190476191,2,7,13,12,8
20150129,2174,9,2015,jan1,1,8.40476190476191,2,7,13,12,8
20150223,2174,10,2015,jan1,1,7.05,18,9,7,5,1
20150388,1578,9,2015,jan1,1,7.70967741935484,6,9,8,4,4
20150388,2170,7,2015,jan1,1,7.70967741935484,6,9,8,4,4
20150388,2171,7,2015,jan1,2,7.70967741935484,6,9,8,4,4
20150388,2174,9,2015,jan1,1,7.70967741935484,6,9,8,4,4
20150035,2168,10,2015,jan1,1,7.76923076923077,2,4,4,1,2
20150168,1595,9,2015,jan1,2,7.75,2,2,1,2,1
20150168,2168,8,2015,jan1,2,7.75,2,2,1,2,1
20150314,1595,8,2015,jan1,2,7.75,7,3,6,5,3
20150314,2168,10,2015,jan1,1,7.75,7,3,6,5,3
20150193,1595,5,2015,jan1,2,7.15151515151515,9,14,7,2,1
20150193,2168,10,2015,jan1,1,7.15151515151515,9,14,7,2,1
20150268,1595,8,2015,jan1,2,7.2,14,10,11,4,1
20150268,2168,9,2015,jan1,1,7.2,14,10,11,4,1
20150251,2168,8,2015,jan1,2,6.96774193548387,13,11,4,1,2
20150260,1594,7,2015,jan1,2,6.9375,7,6,1,1,1
20150260,1595,5,2015,jan1,3,6.9375,7,6,1,1,1
20150260,2168,9,2015,jan1,1,6.9375,7,6,1,1,1
20150047,1595,7,2015,jan1,2,7.20833333333333,8,8,4,3,1
20150047,2168,9,2015,jan1,1,7.20833333333333,8,8,4,3,1
20150126,1578,5,2015,jan1,7,7.64705882352941,6,3,2,3,3
20150126,1580,5,2015,jan1,2,7.64705882352941,6,3,2,3,3
20150126,2171,7,2015,jan1,2,7.64705882352941,6,3,2,3,3
20150126,2174,9,2015,jan1,1,7.64705882352941,6,3,2,3,3
20150038,1594,7,2015,jan1,2,7.32352941176471,7,15,8,2,2
20150038,1595,7,2015,jan1,2,7.32352941176471,7,15,8,2,2
20150038,2168,10,2015,jan1,1,7.32352941176471,7,15,8,2,2
20150015,1594,5,2015,jan1,2,7.73170731707317,9,11,9,6,6
20150015,1595,5,2015,jan1,2,7.73170731707317,9,11,9,6,6
20150015,2168,10,2015,jan1,1,7.73170731707317,9,11,9,6,6
20150190,1594,5,2015,jan1,2,7.97368421052632,6,7,11,10,4
20150190,1595,8,2015,jan1,2,7.97368421052632,6,7,11,10,4
20150190,2168,10,2015,jan1,1,7.97368421052632,6,7,11,10,4
20150152,1594,7,2015,jan1,2,8.24390243902439,4,10,7,12,8
20150152,1595,9,2015,jan1,1,8.24390243902439,4,10,7,12,8
20150152,2168,7,2015,jan1,1,8.24390243902439,4,10,7,12,8
20150268,1594,5,2015,jan1,2,7.2,14,10,11,4,1
20150266,2010,7,2015,jan1,2,7.55555555555556,6,8,8,2,3
20150075,2010,7,2015,jan1,2,7.17391304347826,9,5,6,2,1
20150075,2016,5,2015,jan1,3,7.17391304347826,9,5,6,2,1
20150159,1578,10,2015,jan1,1,7.47826086956522,7,6,5,2,3
20150159,1580,7,2015,jan1,2,7.47826086956522,7,6,5,2,3
20150159,2170,6,2015,jan1,1,7.47826086956522,7,6,5,2,3
20150159,2174,10,2015,jan1,1,7.47826086956522,7,6,5,2,3
20150089,2016,7,2015,jan1,2,7.45833333333333,5,9,5,4,1
20150089,2024,8,2015,jan1,2,7.45833333333333,5,9,5,4,1
20151137,2202,7,2015,jan1,1,7.69230769230769,1,7,1,3,1
20151109,2202,10,2015,jan1,1,8.61538461538462,1,2,2,4,4
20151018,2202,9,2015,jan1,1,8.38461538461539,1,2,3,5,2
20151021,2202,9,2015,jan1,1,7.93333333333333,3,2,4,5,1
20151153,2202,9,2015,jan1,1,8.09090909090909,1,2,4,3,1
20151056,2202,9,2015,jan1,1,8.33333333333333,1,3,4,4,3
20151054,2202,8,2015,jan1,1,7.8,2,4,6,1,2
20151150,2139,10,2015,jan1,1,7.66666666666667,2,1,1,1,1
20151011,2202,9,2015,jan1,1,8.15384615384615,2,2,3,4,2
20151161,2202,8,2015,jan1,1,8.53333333333333,1,1,6,3,4
20151061,2202,10,2015,jan1,1,8.86666666666667,1,2,3,1,8
20151061,2213,8,2015,jan1,1,8.86666666666667,1,2,3,1,8
20151061,2225,10,2015,jan1,1,8.86666666666667,1,2,3,1,8
20151061,2324,10,2015,jan1,1,8.86666666666667,1,2,3,1,8
20151140,2202,10,2015,jan1,1,8.33333333333333,1,5,1,4,4
20151140,2204,9,2015,jan1,2,8.33333333333333,1,5,1,4,4
20151140,2324,9,2015,jan1,1,8.33333333333333,1,5,1,4,4
20151075,2202,9,2015,jan1,1,8.07692307692308,1,4,2,5,1
20151147,2202,9,2015,jan1,1,8.2,2,1,2,3,2
20151086,2202,6,2015,jan1,1,7.84615384615385,2,2,6,2,1
20150320,1580,5,2015,jan2,6,6.94736842105263,9,5,3,1,1
20150320,2171,5,2015,jan2,9,6.94736842105263,9,5,3,1,1
20150185,1594,8,2015,jan2,2,7.96428571428571,7,4,7,3,7
20150230,1580,7,2015,jan2,2,7.925,7,8,13,5,7
20150230,2171,6,2015,jan2,2,7.925,7,8,13,5,7
20150300,1580,8,2015,jan2,2,7.7906976744186,9,10,11,7,6
20150370,1594,8,2015,jan2,2,7.64102564102564,8,13,8,5,5
20150302,1595,7,2015,jan2,2,7.14285714285714,8,6,4,2,1
20150405,1580,9,2015,jan2,2,8.7948717948718,3,2,8,13,13
20150274,1594,5,2015,jan2,6,7.12903225806452,10,12,5,3,1
20150397,2171,9,2015,jan2,1,9.02380952380952,2,3,7,10,20
20150080,1594,7,2015,jan2,2,6.91304347826087,13,4,3,1,2
20150080,1595,5,2015,jan2,3,6.91304347826087,13,4,3,1,2
20150138,1580,8,2015,jan2,2,8.5,3,7,8,14,10
20150138,2171,8,2015,jan2,1,8.5,3,7,8,14,10
20150143,1580,7,2015,jan2,2,7.91891891891892,6,10,9,5,7
20150143,2170,5,2015,jan2,3,7.91891891891892,6,10,9,5,7
20150226,2170,5,2015,jan2,3,7.30769230769231,6,1,3,2,1
20150381,1594,8,2015,jan2,2,7.29411764705882,13,10,4,2,5
20150101,1578,8,2015,jan2,2,7.88571428571429,6,9,8,7,5
20150101,1580,9,2015,jan2,2,7.88571428571429,6,9,8,7,5
20150101,2171,8,2015,jan2,1,7.88571428571429,6,9,8,7,5
20150095,1594,9,2015,jan2,2,7.8421052631579,10,6,10,4,8
20150048,1595,8,2015,jan2,2,8.10526315789474,10,3,8,7,10
20150329,1595,7,2015,jan2,2,7.94594594594595,4,12,9,6,6
20150157,1594,8,2015,jan2,2,7.3,13,13,5,7,2
20150030,1580,8,2015,jan2,2,8.66666666666667,3,3,12,11,13
20150054,2170,6,2015,jan2,1,8.86842105263158,2,2,6,17,11
20150357,1594,8,2015,jan2,2,9.15,2,3,4,9,22
20150250,1580,9,2015,jan2,2,8.95238095238095,1,3,7,17,14
20150250,2171,9,2015,jan2,3,8.95238095238095,1,3,7,17,14
20150250,2174,10,2015,jan2,2,8.95238095238095,1,3,7,17,14
20150390,1594,8,2015,jan2,2,7.6,8,10,15,4,3
20150174,2171,7,2015,jan2,2,7.2,12,5,9,3,1
20150425,1594,9,2015,jan2,1,7.64705882352941,6,11,10,3,4
20150147,1580,10,2015,jan2,2,8.16666666666667,2,3,5,6,2
20150154,1580,8,2015,jan2,2,7.92682926829268,10,4,13,7,7
20150021,2174,10,2015,jan2,1,8.86046511627907,2,4,7,15,15
20150315,1580,5,2015,jan2,2,7.42857142857143,15,9,8,5,5
20150315,2170,5,2015,jan2,2,7.42857142857143,15,9,8,5,5
20150315,2171,7,2015,jan2,2,7.42857142857143,15,9,8,5,5
20150244,1580,5,2015,jan2,3,7.24137931034483,8,13,3,3,2
20150244,2171,5,2015,jan2,3,7.24137931034483,8,13,3,3,2
20150218,1578,5,2015,jan2,4,6.92105263157895,17,12,5,3,1
20150218,1580,6,2015,jan2,2,6.92105263157895,17,12,5,3,1
20150218,2170,5,2015,jan2,3,6.92105263157895,17,12,5,3,1
20150218,2171,9,2015,jan2,1,6.92105263157895,17,12,5,3,1
20150413,1580,8,2015,jan2,2,8.07142857142857,5,9,12,10,6
20150413,2171,8,2015,jan2,1,8.07142857142857,5,9,12,10,6
20150259,1594,9,2015,jan2,2,8.475,3,7,10,8,12
20150259,1595,8,2015,jan2,2,8.475,3,7,10,8,12
20150235,1580,5,2015,jan2,2,7.9375,3,4,2,5,2
20150235,2170,7,2015,jan2,2,7.9375,3,4,2,5,2
20150235,2171,8,2015,jan2,1,7.9375,3,4,2,5,2
20150235,2174,10,2015,jan2,1,7.9375,3,4,2,5,2
20150412,1594,8,2015,jan2,2,7.5,8,10,7,4,3
20150245,1580,6,2015,jan2,2,7.47058823529412,8,10,10,4,2
20150112,1578,8,2015,jan2,2,8.12195121951219,7,5,12,10,7
20150112,1580,9,2015,jan2,2,8.12195121951219,7,5,12,10,7
20150172,1580,6,2015,jan2,2,7.36585365853659,13,13,5,7,3
20150172,2170,6,2015,jan2,2,7.36585365853659,13,13,5,7,3
20150113,1594,7,2015,jan2,2,7.52941176470588,4,4,6,2,1
20150248,1578,6,2015,jan2,2,6.96428571428571,13,9,2,2,2
20150248,2170,6,2015,jan2,2,6.96428571428571,13,9,2,2,2
20150248,2171,7,2015,jan2,1,6.96428571428571,13,9,2,2,2
20150334,1580,7,2015,jan2,2,7.66666666666667,5,18,8,8,3
20150334,2170,7,2015,jan2,2,7.66666666666667,5,18,8,8,3
20150036,1578,5,2015,jan2,3,7.27272727272727,10,4,3,2,3
20150036,1580,5,2015,jan2,3,7.27272727272727,10,4,3,2,3
20150036,2170,5,2015,jan2,3,7.27272727272727,10,4,3,2,3
20150214,1580,6,2015,jan2,2,8.14285714285714,1,1,2,2,1
20150270,1595,9,2015,jan2,2,7.38235294117647,8,15,4,4,3
20150084,1595,5,2015,jan2,3,8.19354838709677,2,9,7,7,6
20150012,1580,5,2015,jan2,5,7.05714285714286,15,9,7,2,2
20150414,1580,7,2015,jan2,2,7.54761904761905,13,10,8,5,6
20150046,1594,10,2015,jan2,2,9,2,2,4,16,14
20150385,1594,10,2015,jan2,2,8.07692307692308,8,9,5,6,11
20150008,1594,10,2015,jan2,2,8.85714285714286,3,3,5,9,15
20150240,1594,6,2015,jan2,2,7.31034482758621,11,4,9,4,1
20150240,1595,5,2015,jan2,3,7.31034482758621,11,4,9,4,1
20150189,1594,7,2015,jan2,2,8,3,12,9,10,4
20150421,1580,6,2015,jan2,2,6.8,12,3,3,1,1
20150421,2170,5,2015,jan2,6,6.8,12,3,3,1,1
20150421,2171,5,2015,jan2,4,6.8,12,3,3,1,1
20150150,1595,6,2015,jan2,2,7.52380952380952,11,13,7,7,4
20150013,1580,7,2015,jan2,2,7.84615384615385,9,10,4,10,6
20150013,2171,7,2015,jan2,1,7.84615384615385,9,10,4,10,6
20150013,2174,10,2015,jan2,1,7.84615384615385,9,10,4,10,6
20150056,1580,8,2015,jan2,2,7.62790697674419,10,13,7,9,4
20150056,2171,8,2015,jan2,1,7.62790697674419,10,13,7,9,4
20150066,1580,7,2015,jan2,2,8.575,3,6,8,11,12
20150110,1580,5,2015,jan2,10,7.31034482758621,7,13,4,3,2
20150110,2170,5,2015,jan2,4,7.31034482758621,7,13,4,3,2
20150110,2174,9,2015,jan2,2,7.31034482758621,7,13,4,3,2
20150278,1580,6,2015,jan2,2,7.80487804878049,8,8,12,10,3
20150278,2170,6,2015,jan2,2,7.80487804878049,8,8,12,10,3
20150398,1580,5,2015,jan2,3,7.27272727272727,8,5,5,3,1
20150100,1580,9,2015,jan2,2,8.16279069767442,6,11,8,6,12
20150100,2175,10,2015,jan2,2,8.16279069767442,6,11,8,6,12
20150121,1594,9,2015,jan2,2,7.5,9,12,7,4,4
20150007,1580,9,2015,jan2,2,8.0952380952381,7,8,10,8,9
20150007,2171,7,2015,jan2,2,8.0952380952381,7,8,10,8,9
20150065,1594,6,2015,jan2,2,7.68292682926829,9,13,6,8,5
20150065,1595,8,2015,jan2,2,7.68292682926829,9,13,6,8,5
20150429,1580,7,2015,jan2,2,7.22222222222222,12,13,5,3,3
20150429,2171,7,2015,jan2,1,7.22222222222222,12,13,5,3,3
20150183,2170,5,2015,jan2,8,7.28,10,6,4,2,3
20150183,2171,6,2015,jan2,2,7.28,10,6,4,2,3
20150282,1594,7,2015,jan2,1,8.60526315789474,1,7,8,12,10
20150374,1580,8,2015,jan2,2,8.32558139534884,3,7,15,9,9
20150374,2171,8,2015,jan2,1,8.32558139534884,3,7,15,9,9
20150012,2170,5,2015,jan2,4,7.05714285714286,15,9,7,2,2
20150426,1578,5,2015,jan2,6,7,6,1,1,1,1
20150426,1580,5,2015,jan2,6,7,6,1,1,1,1
20150426,2171,5,2015,jan2,3,7,6,1,1,1,1
20150242,1580,5,2015,jan2,3,7.26666666666667,6,4,1,3,1
20150242,2170,5,2015,jan2,4,7.26666666666667,6,4,1,3,1
20150242,2171,6,2015,jan2,2,7.26666666666667,6,4,1,3,1
20150273,1580,8,2015,jan2,1,8.075,5,13,7,4,11
20150273,2171,8,2015,jan2,1,8.075,5,13,7,4,11
20150287,1580,5,2015,jan2,3,7.30769230769231,8,8,6,2,2
20150287,2171,5,2015,jan2,6,7.30769230769231,8,8,6,2,2
20150123,1595,5,2015,jan2,3,7.68181818181818,3,9,5,2,3
20150375,1594,7,2015,jan2,2,7.36363636363636,9,9,10,4,1
20150380,1594,7,2015,jan2,2,8.06666666666667,1,5,3,4,2
20150093,1578,7,2015,jan2,2,7.44444444444444,4,1,1,2,1
20150093,1580,9,2015,jan2,2,7.44444444444444,4,1,1,2,1
20150093,2171,9,2015,jan2,2,7.44444444444444,4,1,1,2,1
20150093,2174,10,2015,jan2,2,7.44444444444444,4,1,1,2,1
20150076,1594,6,2015,jan2,2,7.18421052631579,14,11,8,2,3
20150076,1595,5,2015,jan2,4,7.18421052631579,14,11,8,2,3
20150204,1595,5,2015,jan2,5,7.08333333333333,11,5,5,1,2
20150379,1580,10,2015,jan2,2,8.47619047619048,1,9,10,13,9
20150379,2170,6,2015,jan2,1,8.47619047619048,1,9,10,13,9
20150379,2171,10,2015,jan2,2,8.47619047619048,1,9,10,13,9
20150379,2174,10,2015,jan2,1,8.47619047619048,1,9,10,13,9
20150178,1594,8,2015,jan2,2,7.80487804878049,11,5,9,13,3
20150167,1580,8,2015,jan2,2,8.06976744186047,6,5,18,8,6
20150086,1594,7,2015,jan2,2,7.61111111111111,7,11,10,5,3
20150136,1580,5,2015,jan2,3,6.77777777777778,11,3,2,1,1
20150136,2171,5,2015,jan2,7,6.77777777777778,11,3,2,1,1
20150136,2181,6,2015,jan2,1,6.77777777777778,11,3,2,1,1
20150045,1580,5,2015,jan2,3,7.4,4,1,3,1,1
20150045,2171,9,2015,jan2,2,7.4,4,1,3,1,1
20150045,2181,6,2015,jan2,1,7.4,4,1,3,1,1
20150409,1594,6,2015,jan2,2,7.375,10,15,8,4,3
20150061,1594,9,2015,jan2,2,7.26666666666667,7,2,2,3,1
20150061,1595,5,2015,jan2,3,7.26666666666667,7,2,2,3,1
20150208,1594,5,2015,jan2,3,7.17241379310345,8,12,6,2,1
20150208,1595,6,2015,jan2,2,7.17241379310345,8,12,6,2,1
20150293,1580,8,2015,jan2,1,7.83720930232558,8,9,14,6,6
20150293,2171,8,2015,jan2,1,7.83720930232558,8,9,14,6,6
20150299,1580,5,2015,jan2,2,7.18518518518519,9,10,3,4,1
20150299,2170,6,2015,jan2,2,7.18518518518519,9,10,3,4,1
20150387,1580,8,2015,jan2,2,7.97222222222222,7,6,10,7,6
20150387,2170,6,2015,jan2,2,7.97222222222222,7,6,10,7,6
20150324,1580,7,2015,jan2,2,7.51351351351351,8,14,5,8,2
20150324,2170,6,2015,jan2,2,7.51351351351351,8,14,5,8,2
